time,StepCount,Activity Score (MET.s),AS,Sedentary Time (s),Upright Time (s),Stepping Time (s),Sedentary to Upright Movements,Upright to Sedentary Movements,Sum(abs(dChannel1)),Sum(abs(dChannel2)),Sum(abs(dChannel3)),
44584.23837,0,18.75,1.25,15,0,0,0,0,154,328,361,
44584.23854,0,18.75,1.25,15,0,0,0,0,174,488,293,
44584.23872,0,18.75,1.25,15,0,0,0,0,917,1668,1406,
44584.23889,0,18.75,1.25,15,0,0,0,0,204,514,597,
44584.23906,0,18.75,1.25,15,0,0,0,0,201,420,279,
44584.23924,0,18.75,1.25,15,0,0,0,0,93,145,165,
44584.23941,0,18.75,1.25,15,0,0,0,0,409,699,596,
44584.23958,0,18.75,1.25,15,0,0,0,0,597,975,1026,
44584.23976,0,18.75,1.25,15,0,0,0,0,455,772,862,
44584.23993,0,18.75,1.25,15,0,0,0,0,44,102,95,
44584.2401,0,18.75,1.25,15,0,0,0,0,39,39,102,
44584.24028,0,18.75,1.25,15,0,0,0,0,59,139,248,
44584.24045,0,18.75,1.25,15,0,0,0,0,60,108,168,
44584.24063,0,18.75,1.25,15,0,0,0,0,330,532,1030,
44584.2408,0,18.75,1.25,15,0,0,0,0,244,585,495,
44584.24097,0,18.75,1.25,15,0,0,0,0,0,3,16,
44584.24115,0,18.75,1.25,15,0,0,0,0,306,752,521,
44584.24132,0,18.75,1.25,15,0,0,0,0,18,17,6,
44584.24149,0,18.75,1.25,15,0,0,0,0,0,0,1,
44584.24167,0,18.75,1.25,15,0,0,0,0,289,406,479,
44584.24184,0,18.75,1.25,15,0,0,0,0,388,586,1171,
44584.24201,0,18.75,1.25,15,0,0,0,0,342,500,926,
44584.24219,0,18.75,1.25,15,0,0,0,0,754,1424,1251,
44584.24236,0,18.75,1.25,15,0,0,0,0,319,785,394,
44584.24253,0,18.75,1.25,15,0,0,0,0,377,946,816,
44584.24271,0,18.75,1.25,15,0,0,0,0,26,49,28,
44584.24288,0,18.75,1.25,15,0,0,0,0,104,262,207,
44584.24306,0,18.75,1.25,15,0,0,0,0,103,113,107,
44584.24323,0,18.75,1.25,15,0,0,0,0,1,0,1,
44584.2434,0,18.75,1.25,15,0,0,0,0,1,0,1,
44584.24358,0,18.75,1.25,15,0,0,0,0,193,461,299,
44584.24375,0,18.75,1.25,15,0,0,0,0,167,346,267,
44584.24392,0,18.75,1.25,15,0,0,0,0,318,613,464,
44584.2441,0,18.75,1.25,15,0,0,0,0,187,321,311,
44584.24427,0,18.75,1.25,15,0,0,0,0,71,144,117,
44584.24444,0,18.75,1.25,15,0,0,0,0,22,14,10,
44584.24462,0,18.75,1.25,15,0,0,0,0,1,2,0,
44584.24479,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.24497,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.24514,0,18.75,1.25,15,0,0,0,0,577,1656,1158,
44584.24531,0,18.75,1.25,15,0,0,0,0,36,79,57,
44584.24549,0,18.75,1.25,15,0,0,0,0,0,0,1,
44584.24566,0,18.75,1.25,15,0,0,0,0,383,629,456,
44584.24583,0,18.75,1.25,15,0,0,0,0,64,83,96,
44584.24601,0,18.75,1.25,15,0,0,0,0,1,0,1,
44584.24618,0,18.75,1.25,15,0,0,0,0,809,975,1067,
44584.24635,0,18.75,1.25,15,0,0,0,0,659,1207,940,
44584.24653,0,18.75,1.25,15,0,0,0,0,673,1669,1335,
44584.2467,0,18.75,1.25,15,0,0,0,0,1,1,2,
44584.24688,0,18.75,1.25,15,0,0,0,0,0,0,1,
44584.24705,0,18.75,1.25,15,0,0,0,0,492,1131,823,
44584.24722,0,18.75,1.25,15,0,0,0,0,293,519,663,
44584.2474,0,18.75,1.25,15,0,0,0,0,287,460,540,
44584.24757,0,18.75,1.25,15,0,0,0,0,147,242,279,
44584.24774,0,18.75,1.25,15,0,0,0,0,601,1553,1000,
44584.24792,0,18.75,1.25,15,0,0,0,0,545,1369,1049,
44584.24809,0,18.75,1.25,15,0,0,0,0,143,342,251,
44584.24826,0,18.75,1.25,15,0,0,0,0,167,320,305,
44584.24844,0,18.75,1.25,15,0,0,0,0,126,328,284,
44584.24861,0,18.75,1.25,15,0,0,0,0,110,243,227,
44584.24878,0,18.75,1.25,15,0,0,0,0,0,1,1,
44584.24896,0,18.75,1.25,15,0,0,0,0,211,521,506,
44584.24913,0,18.75,1.25,15,0,0,0,0,1,1,0,
44584.24931,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.24948,0,18.75,1.25,15,0,0,0,0,655,1105,961,
44584.24965,0,18.75,1.25,15,0,0,0,0,73,147,325,
44584.24983,0,18.75,1.25,15,0,0,0,0,0,0,2,
44584.25,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.25017,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.25035,0,18.75,1.25,15,0,0,0,0,3,10,22,
44584.25052,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25069,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25087,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25104,0,18.75,1.25,15,0,0,0,0,2,0,0,
44584.25122,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25139,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25156,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25174,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25191,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25208,0,18.75,1.25,15,0,0,0,0,0,0,1,
44584.25226,0,18.75,1.25,15,0,0,0,0,0,0,1,
44584.25243,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.2526,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25278,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25295,0,18.75,1.25,15,0,0,0,0,0,0,1,
44584.25313,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.2533,0,18.75,1.25,15,0,0,0,0,0,0,1,
44584.25347,0,18.75,1.25,15,0,0,0,0,0,0,1,
44584.25365,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25382,0,18.75,1.25,15,0,0,0,0,0,0,1,
44584.25399,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25417,0,18.75,1.25,15,0,0,0,0,0,0,1,
44584.25434,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25451,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25469,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25486,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25503,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25521,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25538,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.25556,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.25573,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.2559,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25608,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25625,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25642,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.2566,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25677,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25694,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25712,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25729,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25747,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25764,0,18.75,1.25,15,0,0,0,0,253,954,768,
44584.25781,0,18.75,1.25,15,0,0,0,0,552,1169,888,
44584.25799,0,18.75,1.25,15,0,0,0,0,0,1,1,
44584.25816,0,18.75,1.25,15,0,0,0,0,0,1,0,
44584.25833,0,18.75,1.25,15,0,0,0,0,46,58,62,
44584.25851,0,18.75,1.25,15,0,0,0,0,0,1,0,
44584.25868,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25885,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25903,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.2592,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25938,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25955,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.25972,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.2599,0,18.75,1.25,15,0,0,0,0,0,0,1,
44584.26007,0,18.75,1.25,15,0,0,0,0,0,0,1,
44584.26024,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26042,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26059,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26076,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.26094,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26111,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26128,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26146,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26163,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.26181,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.26198,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26215,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26233,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.2625,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26267,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26285,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26302,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26319,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26337,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26354,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26372,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26389,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26406,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26424,0,18.75,1.25,15,0,0,0,0,1,1,1,
44584.26441,0,18.75,1.25,15,0,0,0,0,1,1,1,
44584.26458,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26476,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26493,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.2651,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26528,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26545,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26563,0,18.75,1.25,15,0,0,0,0,65,77,34,
44584.2658,0,18.75,1.25,15,0,0,0,0,515,1155,714,
44584.26597,0,18.75,1.25,15,0,0,0,0,1,1,0,
44584.26615,0,18.75,1.25,15,0,0,0,0,57,147,72,
44584.26632,0,18.75,1.25,15,0,0,0,0,1,1,0,
44584.26649,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.26667,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.26684,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26701,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26719,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26736,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26753,0,18.75,1.25,15,0,0,0,0,23,72,33,
44584.26771,0,18.75,1.25,15,0,0,0,0,1,0,1,
44584.26788,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.26806,0,18.75,1.25,15,0,0,0,0,0,1,0,
44584.26823,0,18.75,1.25,15,0,0,0,0,0,1,0,
44584.2684,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26858,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26875,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26892,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.2691,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26927,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26944,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26962,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26979,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.26997,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27014,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27031,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27049,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27066,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27083,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27101,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27118,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27135,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27153,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.2717,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27188,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27205,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27222,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.2724,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27257,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27274,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27292,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27309,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27326,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27344,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27361,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27378,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27396,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27413,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27431,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27448,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27465,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.27483,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.275,0,18.75,1.25,15,0,0,0,0,2,0,0,
44584.27517,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.27535,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27552,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27569,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27587,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27604,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27622,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27639,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.27656,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27674,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27691,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.27708,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.27726,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.27743,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.2776,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27778,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27795,0,18.75,1.25,15,0,0,0,0,2,0,0,
44584.27813,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.2783,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27847,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27865,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27882,0,18.75,1.25,15,0,0,0,0,2,0,0,
44584.27899,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27917,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.27934,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.27951,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.27969,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.27986,0,18.75,1.25,15,0,0,0,0,4,2,0,
44584.28003,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.28021,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.28038,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.28056,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.28073,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.2809,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.28108,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.28125,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.28142,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.2816,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.28177,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.28194,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.28212,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.28229,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.28247,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.28264,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.28281,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.28299,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.28316,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.28333,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.28351,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.28368,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.28385,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.28403,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.2842,0,18.75,1.25,15,0,0,0,0,1,1,2,
44584.28438,0,18.75,1.25,15,0,0,0,0,1,1,0,
44584.28455,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.28472,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.2849,0,18.75,1.25,15,0,0,0,0,25,67,36,
44584.28507,0,18.75,1.25,15,0,0,0,0,1,1,0,
44584.28524,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.28542,0,18.75,1.25,15,0,0,0,0,2,0,0,
44584.28559,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.28576,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.28594,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.28611,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.28628,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.28646,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.28663,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.28681,0,18.75,1.25,15,0,0,0,0,1,2,0,
44584.28698,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.28715,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.28733,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.2875,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.28767,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.28785,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.28802,0,18.75,1.25,15,0,0,0,0,335,816,551,
44584.28819,0,18.75,1.25,15,0,0,0,0,16,69,43,
44584.28837,0,18.75,1.25,15,0,0,0,0,683,814,564,
44584.28854,0,18.75,1.25,15,0,0,0,0,705,1405,813,
44584.28872,0,18.75,1.25,15,0,0,0,0,0,2,1,
44584.28889,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.28906,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.28924,0,18.75,1.25,15,0,0,0,0,0,0,1,
44584.28941,0,18.75,1.25,15,0,0,0,0,0,0,1,
44584.28958,0,18.75,1.25,15,0,0,0,0,0,0,1,
44584.28976,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.28993,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.2901,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29028,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29045,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29063,0,18.75,1.25,15,0,0,0,0,169,223,181,
44584.2908,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29097,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29115,0,18.75,1.25,15,0,0,0,0,0,1,0,
44584.29132,0,18.75,1.25,15,0,0,0,0,126,246,208,
44584.29149,0,18.75,1.25,15,0,0,0,0,0,0,1,
44584.29167,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.29184,0,18.75,1.25,15,0,0,0,0,1,0,0,
44584.29201,0,18.75,1.25,15,0,0,0,0,12,18,13,
44584.29219,0,18.75,1.25,15,0,0,0,0,155,440,202,
44584.29236,0,18.75,1.25,15,0,0,0,0,0,1,1,
44584.29253,0,18.75,1.25,15,0,0,0,0,0,0,1,
44584.29271,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29288,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29306,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29323,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.2934,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29358,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29375,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29392,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.2941,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29427,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29444,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29462,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29479,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29497,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29514,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29531,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29549,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29566,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29583,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29601,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29618,0,18.75,1.25,15,0,0,0,0,0,2,0,
44584.29635,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29653,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.2967,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29688,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29705,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29722,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.2974,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29757,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29774,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29792,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29809,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29826,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29844,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29861,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29878,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29896,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29913,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29931,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.29948,0,18.75,1.25,15,0,0,0,0,102,204,125,
44584.29965,0,18.75,1.25,15,0,0,0,0,162,415,211,
44584.29983,0,18.75,1.25,15,0,0,0,0,0,0,1,
44584.3,0,18.75,1.25,15,0,0,0,0,0,0,1,
44584.30017,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30035,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30052,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30069,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30087,0,18.75,1.25,15,0,0,0,0,0,0,1,
44584.30104,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30122,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30139,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30156,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30174,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30191,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30208,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30226,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30243,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.3026,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30278,0,18.75,1.25,15,0,0,0,0,0,2,1,
44584.30295,0,18.75,1.25,15,0,0,0,0,20,64,45,
44584.30313,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.3033,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30347,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30365,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30382,0,18.75,1.25,15,0,0,0,0,29,37,30,
44584.30399,0,18.75,1.25,15,0,0,0,0,1,1,0,
44584.30417,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30434,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30451,0,18.75,1.25,15,0,0,0,0,0,0,2,
44584.30469,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30486,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30503,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30521,0,18.75,1.25,15,0,0,0,0,100,159,103,
44584.30538,0,18.75,1.25,15,0,0,0,0,0,1,1,
44584.30556,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30573,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.3059,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30608,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30625,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30642,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.3066,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30677,0,18.75,1.25,15,0,0,0,0,32,15,18,
44584.30694,0,18.75,1.25,15,0,0,0,0,42,64,33,
44584.30712,0,18.75,1.25,15,0,0,0,0,0,1,1,
44584.30729,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30747,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30764,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30781,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30799,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30816,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30833,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30851,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30868,0,18.75,1.25,15,0,0,0,0,0,0,2,
44584.30885,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.30903,0,18.75,1.25,15,0,0,0,0,0,0,1,
44584.3092,0,18.75,1.25,15,0,0,0,0,0,0,1,
44584.30938,0,18.75,1.25,15,0,0,0,0,33,33,31,
44584.30955,0,18.75,1.25,15,0,0,0,0,363,681,481,
44584.30972,0,18.75,1.25,15,0,0,0,0,0,1,1,
44584.3099,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.31007,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.31024,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.31042,0,18.75,1.25,15,0,0,0,0,0,1,0,
44584.31059,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.31076,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.31094,0,18.75,1.25,15,0,0,0,0,0,0,0,
44584.31111,0,18.75,1.25,15,0,0,0,0,0,1,1,
